year,region,industry,subsector_letter,info_type,data
2010,East,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,2502985.017709713
2010,East,Manufacturing,C,Average Total Weekly Hours,8293534.570132407
2010,East,Construction,F,Average Total Weekly Hours,7625176.078253975
2010,East,Trade,G,Average Total Weekly Hours,13814927.48374043
2010,East,Transport,H,Average Total Weekly Hours,4622599.604364634
2010,East,Leisure and Entertainment,I,Average Total Weekly Hours,3719506.6613120446
2010,East,Telecoms,J,Average Total Weekly Hours,2938922.7527834247
2010,East,Financial Services,K,Average Total Weekly Hours,2289988.4033138715
2010,East,Financial Services,L,Average Total Weekly Hours,1550273.8598111435
2010,East,Professional and Business Services,M,Average Total Weekly Hours,6187547.885098111
2010,East,Professional and Business Services,N,Average Total Weekly Hours,5792251.615718348
2010,East,Public Aadmin and Defence,O,Average Total Weekly Hours,4128239.227762077
2010,East,Education and Health,P,Average Total Weekly Hours,5236987.520138528
2010,East,Education and Health,Q,Average Total Weekly Hours,7999971.941904778
2010,East,Leisure and Entertainment,R,Average Total Weekly Hours,1619086.2992301781
2010,East,Other Services,S and T,Average Total Weekly Hours,2500929.018847443
2011,East,All Industries,All Industries,Average Total Weekly Hours,81761810.97840725
2011,East,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,2658523.582287686
2011,East,Manufacturing,C,Average Total Weekly Hours,8568185.976853803
2011,East,Construction,F,Average Total Weekly Hours,7882058.446926732
2011,East,Trade,G,Average Total Weekly Hours,14313590.284241574
2011,East,Transport,H,Average Total Weekly Hours,4233101.563731874
2011,East,Leisure and Entertainment,I,Average Total Weekly Hours,3742937.7013236955
2011,East,Telecoms,J,Average Total Weekly Hours,3120344.4689009245
2011,East,Financial Services,K,Average Total Weekly Hours,2280520.9647701476
2011,East,Financial Services,L,Average Total Weekly Hours,1279886.6592411157
2011,East,Professional and Business Services,M,Average Total Weekly Hours,5806985.719870692
2011,East,Professional and Business Services,N,Average Total Weekly Hours,5924225.269984998
2011,East,Public Aadmin and Defence,O,Average Total Weekly Hours,3781447.137378519
2011,East,Education and Health,P,Average Total Weekly Hours,5764958.042277005
2011,East,Education and Health,Q,Average Total Weekly Hours,8276166.801316319
2011,East,Leisure and Entertainment,R,Average Total Weekly Hours,1701377.0037999738
2011,East,Other Services,S and T,Average Total Weekly Hours,2427501.3555021863
2012,East,All Industries,All Industries,Average Total Weekly Hours,83959457.42865111
2012,East,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,2617973.8307718607
2012,East,Manufacturing,C,Average Total Weekly Hours,8806258.88209548
2012,East,Construction,F,Average Total Weekly Hours,7500249.305819044
2012,East,Trade,G,Average Total Weekly Hours,14128716.641416434
2012,East,Transport,H,Average Total Weekly Hours,4551759.05210952
2012,East,Leisure and Entertainment,I,Average Total Weekly Hours,4171063.8209193847
2012,East,Telecoms,J,Average Total Weekly Hours,3389465.268706671
2012,East,Financial Services,K,Average Total Weekly Hours,2426538.6735467827
2012,East,Financial Services,L,Average Total Weekly Hours,1196357.615041105
2012,East,Professional and Business Services,M,Average Total Weekly Hours,6751020.414896046
2012,East,Professional and Business Services,N,Average Total Weekly Hours,6607229.299771276
2012,East,Public Aadmin and Defence,O,Average Total Weekly Hours,3619148.6531863557
2012,East,Education and Health,P,Average Total Weekly Hours,5878448.006840338
2012,East,Education and Health,Q,Average Total Weekly Hours,8511892.955600552
2012,East,Leisure and Entertainment,R,Average Total Weekly Hours,1707016.5171695002
2012,East,Other Services,S and T,Average Total Weekly Hours,2096318.490760758
2013,East,All Industries,All Industries,Average Total Weekly Hours,85625817.44102979
2013,East,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,2359942.998853253
2013,East,Manufacturing,C,Average Total Weekly Hours,8714647.187459804
2013,East,Construction,F,Average Total Weekly Hours,7404206.199137909
2013,East,Trade,G,Average Total Weekly Hours,14448456.217095103
2013,East,Transport,H,Average Total Weekly Hours,4713526.4126049485
2013,East,Leisure and Entertainment,I,Average Total Weekly Hours,4270448.786714733
2013,East,Telecoms,J,Average Total Weekly Hours,3461610.2807781696
2013,East,Financial Services,K,Average Total Weekly Hours,2427914.822222352
2013,East,Financial Services,L,Average Total Weekly Hours,1337437.47759418
2013,East,Professional and Business Services,M,Average Total Weekly Hours,6953991.410410642
2013,East,Professional and Business Services,N,Average Total Weekly Hours,7114943.297887842
2013,East,Public Aadmin and Defence,O,Average Total Weekly Hours,3643117.844784152
2013,East,Education and Health,P,Average Total Weekly Hours,5844873.642611418
2013,East,Education and Health,Q,Average Total Weekly Hours,9079506.369273398
2013,East,Leisure and Entertainment,R,Average Total Weekly Hours,1692925.6734533692
2013,East,Other Services,S and T,Average Total Weekly Hours,2158268.8201485127
2014,East,All Industries,All Industries,Average Total Weekly Hours,87591997.83527297
2014,East,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,2578762.245570573
2014,East,Manufacturing,C,Average Total Weekly Hours,8242689.749618101
2014,East,Construction,F,Average Total Weekly Hours,8137042.072715016
2014,East,Trade,G,Average Total Weekly Hours,14263714.806413535
2014,East,Transport,H,Average Total Weekly Hours,4428154.683301031
2014,East,Leisure and Entertainment,I,Average Total Weekly Hours,4858740.899262652
2014,East,Telecoms,J,Average Total Weekly Hours,3820213.0390170505
2014,East,Financial Services,K,Average Total Weekly Hours,2520317.337087796
2014,East,Financial Services,L,Average Total Weekly Hours,1141506.796980003
2014,East,Professional and Business Services,M,Average Total Weekly Hours,7529821.7215556465
2014,East,Professional and Business Services,N,Average Total Weekly Hours,7578100.964168539
2014,East,Public Aadmin and Defence,O,Average Total Weekly Hours,3462824.010974141
2014,East,Education and Health,P,Average Total Weekly Hours,5968431.352318551
2014,East,Education and Health,Q,Average Total Weekly Hours,8956595.078311093
2014,East,Leisure and Entertainment,R,Average Total Weekly Hours,1623330.7564774794
2014,East,Other Services,S and T,Average Total Weekly Hours,2481752.3215017803
2015,East,All Industries,All Industries,Average Total Weekly Hours,88799464.34923638
2015,East,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,2810708.623477255
2015,East,Manufacturing,C,Average Total Weekly Hours,7857061.884929374
2015,East,Construction,F,Average Total Weekly Hours,8661998.032171596
2015,East,Trade,G,Average Total Weekly Hours,14531541.005110577
2015,East,Transport,H,Average Total Weekly Hours,4551105.735738407
2015,East,Leisure and Entertainment,I,Average Total Weekly Hours,4701559.564229036
2015,East,Telecoms,J,Average Total Weekly Hours,3978926.753082572
2015,East,Financial Services,K,Average Total Weekly Hours,2246879.502584474
2015,East,Financial Services,L,Average Total Weekly Hours,1151680.7688498627
2015,East,Professional and Business Services,M,Average Total Weekly Hours,7630226.1266413005
2015,East,Professional and Business Services,N,Average Total Weekly Hours,7701799.448562627
2015,East,Public Aadmin and Defence,O,Average Total Weekly Hours,3384732.6795644686
2015,East,Education and Health,P,Average Total Weekly Hours,5989287.716425395
2015,East,Education and Health,Q,Average Total Weekly Hours,9226535.895293493
2015,East,Leisure and Entertainment,R,Average Total Weekly Hours,1714878.4896983015
2015,East,Other Services,S and T,Average Total Weekly Hours,2660542.1228776462
2016,East,All Industries,All Industries,Average Total Weekly Hours,91892718.89496742
2016,East,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,3106130.672599248
2016,East,Manufacturing,C,Average Total Weekly Hours,8249128.561240101
2016,East,Construction,F,Average Total Weekly Hours,8574776.894443871
2016,East,Trade,G,Average Total Weekly Hours,14508382.618976682
2016,East,Transport,H,Average Total Weekly Hours,5298051.159647677
2016,East,Leisure and Entertainment,I,Average Total Weekly Hours,4893991.383414017
2016,East,Telecoms,J,Average Total Weekly Hours,3995390.4941444346
2016,East,Financial Services,K,Average Total Weekly Hours,2235668.853199804
2016,East,Financial Services,L,Average Total Weekly Hours,1120543.947932293
2016,East,Professional and Business Services,M,Average Total Weekly Hours,7985502.403987851
2016,East,Professional and Business Services,N,Average Total Weekly Hours,8533318.388130847
2016,East,Public Aadmin and Defence,O,Average Total Weekly Hours,3282974.7854048116
2016,East,Education and Health,P,Average Total Weekly Hours,6158316.979444482
2016,East,Education and Health,Q,Average Total Weekly Hours,9443890.102394402
2016,East,Leisure and Entertainment,R,Average Total Weekly Hours,1939988.1827146052
2016,East,Other Services,S and T,Average Total Weekly Hours,2566663.4672922837
2017,East,All Industries,All Industries,Average Total Weekly Hours,92398503.96771005
2017,East,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,2359423.8657240933
2017,East,Manufacturing,C,Average Total Weekly Hours,8335162.071218124
2017,East,Construction,F,Average Total Weekly Hours,9183686.764477124
2017,East,Trade,G,Average Total Weekly Hours,14506442.670741484
2017,East,Transport,H,Average Total Weekly Hours,5729960.574702319
2017,East,Leisure and Entertainment,I,Average Total Weekly Hours,4688242.311289996
2017,East,Telecoms,J,Average Total Weekly Hours,4050836.7996692173
2017,East,Financial Services,K,Average Total Weekly Hours,2166498.3723894856
2017,East,Financial Services,L,Average Total Weekly Hours,1388191.0650979793
2017,East,Professional and Business Services,M,Average Total Weekly Hours,8000667.8989465
2017,East,Professional and Business Services,N,Average Total Weekly Hours,8676079.15552847
2017,East,Public Aadmin and Defence,O,Average Total Weekly Hours,3262855.3673202386
2017,East,Education and Health,P,Average Total Weekly Hours,5924302.128352957
2017,East,Education and Health,Q,Average Total Weekly Hours,9627202.14107294
2017,East,Leisure and Entertainment,R,Average Total Weekly Hours,2188082.52464891
2017,East,Other Services,S and T,Average Total Weekly Hours,2310870.256530203
1997,South East,All Industries,All Industries,Average Total Weekly Hours,120741285.76132238
1997,South East,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,3510181.7827015705
1997,South East,Manufacturing,C,Average Total Weekly Hours,15814888.520997059
1997,South East,Construction,F,Average Total Weekly Hours,10625720.966417912
1997,South East,Trade,G,Average Total Weekly Hours,20476131.483012524
1997,South East,Transport,H,Average Total Weekly Hours,6446189.370351712
1997,South East,Leisure and Entertainment,I,Average Total Weekly Hours,6133955.105263235
1997,South East,Telecoms,J,Average Total Weekly Hours,5580468.831261491
1997,South East,Financial Services,K,Average Total Weekly Hours,4632896.274655449
1997,South East,Financial Services,L,Average Total Weekly Hours,1082261.0165485775
1997,South East,Professional and Business Services,M,Average Total Weekly Hours,8831782.611767117
1997,South East,Professional and Business Services,N,Average Total Weekly Hours,7355417.433469975
1997,South East,Public Aadmin and Defence,O,Average Total Weekly Hours,7435740.564001434
1997,South East,Education and Health,P,Average Total Weekly Hours,7363145.828784041
1997,South East,Education and Health,Q,Average Total Weekly Hours,9827654.234892622
1997,South East,Leisure and Entertainment,R,Average Total Weekly Hours,2017616.070076415
1997,South East,Other Services,S and T,Average Total Weekly Hours,3607235.667121236
1998,South East,All Industries,All Industries,Average Total Weekly Hours,122353612.41066344
1998,South East,Natural Resources and Utilities,"A, B, D, and E",Average Total Weekly Hours,3170193.5126195666
1998,South East,Manufacturing,C,Average Total Weekly Hours,16490429.486359702
1998,South East,Construction,F,Average Total Weekly Hours,10248444.00137121
1998,South East,Trade,G,Average Total Weekly Hours,21123982.56016314
1998,South East,Transport,H,Average Total Weekly Hours,6346072.927930046
1998,South East,Leisure and Entertainment,I,Average Total Weekly Hours,5472173.408123236
1998,South East,Telecoms,J,Average Total Weekly Hours,6130839.160281048
1998,South East,Financial Services,K,Average Total Weekly Hours,4649947.006391171
1998,South East,Financial Services,L,Average Total Weekly Hours,1148021.7580276902
1998,South East,Professional and Business Services,M,Average Total Weekly Hours,9168713.495112905
1998,South East,Professional and Business Services,N,Average Total Weekly Hours,7976294.373105486
1998,South East,Public Aadmin and Defence,O,Average Total Weekly Hours,7719475.305549985
1998,South East,Education and Health,P,Average Total Weekly Hours,7120890.238693973
1998,South East,Education and Health,Q,Average Total Weekly Hours,10186849.563270094
1998,South East,Leisure and Entertainment,R,Average Total Weekly Hours,1939007.7626061225
1998,South East,Other Services,S and T,Average Total Weekly Hours,3462277.851058072
