year,region,industry,subsector_letter,info_type,data
1997,Yorkshire and the Humber,Transport,H,Output per hour worked,13.265589137487588
1997,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,8.092388576677546
1997,Yorkshire and the Humber,Telecoms,J,Output per hour worked,21.60549724655101
1997,Yorkshire and the Humber,Financial Services,K,Output per hour worked,20.540758178564708
1997,Yorkshire and the Humber,Financial Services,L,Output per hour worked,348.6829253906656
1997,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,14.786506209366866
1997,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,9.541128954405501
1997,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,12.980597404519783
1997,Yorkshire and the Humber,Education and Health,P,Output per hour worked,17.029206757689906
1997,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,12.202395037863527
1997,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,10.07478699798597
1997,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,13.802263117515922
1998,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,17.188747691211073
1998,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,22.75618786023904
1998,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,17.173820678934923
1998,Yorkshire and the Humber,Construction,F,Output per hour worked,12.790224273188201
1998,Yorkshire and the Humber,Trade,G,Output per hour worked,12.567438094124295
1998,Yorkshire and the Humber,Transport,H,Output per hour worked,14.120628233733951
1998,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,9.496474572381295
1998,Yorkshire and the Humber,Telecoms,J,Output per hour worked,23.149608710908492
1998,Yorkshire and the Humber,Financial Services,K,Output per hour worked,20.883592665104256
1998,Yorkshire and the Humber,Financial Services,L,Output per hour worked,362.56745721638396
1998,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,14.539474821114407
1998,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,10.389353407713623
1998,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,13.84337564562195
1998,Yorkshire and the Humber,Education and Health,P,Output per hour worked,18.766330804113565
1998,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,12.548128115199034
1998,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,10.389880953580201
1998,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,15.571972613828219
1999,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,17.58737944205807
1999,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,28.956111823125497
1999,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,16.813823272269673
1999,Yorkshire and the Humber,Construction,F,Output per hour worked,12.585168501176323
1999,Yorkshire and the Humber,Trade,G,Output per hour worked,12.837337885313925
1999,Yorkshire and the Humber,Transport,H,Output per hour worked,15.416639089699615
1999,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,9.917699318142853
1999,Yorkshire and the Humber,Telecoms,J,Output per hour worked,27.006660217696982
1999,Yorkshire and the Humber,Financial Services,K,Output per hour worked,20.448781915503677
1999,Yorkshire and the Humber,Financial Services,L,Output per hour worked,357.84443401218033
1999,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,15.269761153572517
1999,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,11.150809414062515
1999,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,14.25755691238979
1999,Yorkshire and the Humber,Education and Health,P,Output per hour worked,16.695002463300945
1999,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,13.43923749899092
1999,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,11.046971561466787
1999,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,17.200470655754444
2000,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,18.338480206937366
2000,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,31.75227383503849
2000,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,18.36654834447512
2000,Yorkshire and the Humber,Construction,F,Output per hour worked,14.436250341752272
2000,Yorkshire and the Humber,Trade,G,Output per hour worked,13.152113635340436
2000,Yorkshire and the Humber,Transport,H,Output per hour worked,15.404642974435404
2000,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,10.01361457007335
2000,Yorkshire and the Humber,Telecoms,J,Output per hour worked,25.168860763123707
2000,Yorkshire and the Humber,Financial Services,K,Output per hour worked,19.776692027533763
2000,Yorkshire and the Humber,Financial Services,L,Output per hour worked,385.8002273050448
2000,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,15.725066218375622
2000,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,11.77297380275109
2000,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,15.075927881640395
2000,Yorkshire and the Humber,Education and Health,P,Output per hour worked,17.5948207707994
2000,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,13.184240099552806
2000,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,10.756869083908377
2000,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,17.155101862227113
2001,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,19.06363318690083
2001,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,31.42647474542025
2001,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,19.158882912909426
2001,Yorkshire and the Humber,Construction,F,Output per hour worked,14.237950083199909
2001,Yorkshire and the Humber,Trade,G,Output per hour worked,14.587850813482884
2001,Yorkshire and the Humber,Transport,H,Output per hour worked,15.398788166363579
2001,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,11.164744276362379
2001,Yorkshire and the Humber,Telecoms,J,Output per hour worked,22.65824966856022
2001,Yorkshire and the Humber,Financial Services,K,Output per hour worked,21.12598384062913
2001,Yorkshire and the Humber,Financial Services,L,Output per hour worked,373.14900625750187
2001,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,15.746757651858312
2001,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,11.048836530478509
2001,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,16.448249496462783
2001,Yorkshire and the Humber,Education and Health,P,Output per hour worked,19.26778613005797
2001,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,14.737245522881304
2001,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,10.195531938724141
2001,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,17.91619953931825
2002,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,20.02869387664472
2002,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,34.5246454818491
2002,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,20.039770107850508
2002,Yorkshire and the Humber,Construction,F,Output per hour worked,16.035065666683966
2002,Yorkshire and the Humber,Trade,G,Output per hour worked,14.605525903720492
2002,Yorkshire and the Humber,Transport,H,Output per hour worked,16.939753232407327
2002,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,11.398685832679764
2002,Yorkshire and the Humber,Telecoms,J,Output per hour worked,26.61986635810312
2002,Yorkshire and the Humber,Financial Services,K,Output per hour worked,23.120447488712806
2002,Yorkshire and the Humber,Financial Services,L,Output per hour worked,365.8856543826159
2002,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,17.036721647340222
2002,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,12.406238262789401
2002,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,17.362683000256414
2002,Yorkshire and the Humber,Education and Health,P,Output per hour worked,20.457973734345938
2002,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,15.413591285696011
2002,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,11.390747632053074
2002,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,18.625285773336476
2003,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,21.37488674066074
2003,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,41.726466673210865
2003,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,21.311512717765076
2003,Yorkshire and the Humber,Construction,F,Output per hour worked,16.65860270607602
2003,Yorkshire and the Humber,Trade,G,Output per hour worked,15.01377415337991
2003,Yorkshire and the Humber,Transport,H,Output per hour worked,17.63968077348477
2003,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,12.730481195248178
2003,Yorkshire and the Humber,Telecoms,J,Output per hour worked,29.069719880751943
2003,Yorkshire and the Humber,Financial Services,K,Output per hour worked,29.267796019763733
2003,Yorkshire and the Humber,Financial Services,L,Output per hour worked,343.41396155438247
2003,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,17.81116395363187
2003,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,14.929480416569554
2003,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,18.4126595206846
2003,Yorkshire and the Humber,Education and Health,P,Output per hour worked,20.922303758826043
2003,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,16.64903350933223
2003,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,12.53516907685995
2003,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,20.11566834462658
2004,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,22.077524198256683
2004,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,39.44414526641382
2004,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,22.271000274977187
2004,Yorkshire and the Humber,Construction,F,Output per hour worked,16.726874666257057
2004,Yorkshire and the Humber,Trade,G,Output per hour worked,15.724899993074134
2004,Yorkshire and the Humber,Transport,H,Output per hour worked,17.864910540181956
2004,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,12.475218071561297
2004,Yorkshire and the Humber,Telecoms,J,Output per hour worked,30.431527196725405
2004,Yorkshire and the Humber,Financial Services,K,Output per hour worked,34.1478519279233
2004,Yorkshire and the Humber,Financial Services,L,Output per hour worked,354.344847626704
2004,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,18.334709431694414
2004,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,14.197638492419522
2004,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,20.374045911859692
2004,Yorkshire and the Humber,Education and Health,P,Output per hour worked,21.41108665030346
2004,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,18.247099601569918
2004,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,13.476039163992496
2004,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,22.26122604470387
2005,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,22.674805794353542
2005,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,32.64121886507542
2005,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,24.63142575853686
2005,Yorkshire and the Humber,Construction,F,Output per hour worked,17.825132551910087
2005,Yorkshire and the Humber,Trade,G,Output per hour worked,16.184333175443808
2005,Yorkshire and the Humber,Transport,H,Output per hour worked,17.32315950509794
2005,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,11.77017249366815
2005,Yorkshire and the Humber,Telecoms,J,Output per hour worked,28.05446581923037
2005,Yorkshire and the Humber,Financial Services,K,Output per hour worked,41.15490452816961
2005,Yorkshire and the Humber,Financial Services,L,Output per hour worked,286.13716355407786
2005,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,18.594605379593173
2005,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,12.583919971652028
2005,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,22.38264913744715
2005,Yorkshire and the Humber,Education and Health,P,Output per hour worked,22.03049340781972
2005,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,18.609274238979566
2005,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,13.365033415235278
2005,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,23.525434108294252
2006,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,23.794662169307134
2006,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,42.533879405397585
2006,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,25.085523438637946
2006,Yorkshire and the Humber,Construction,F,Output per hour worked,20.250088127154598
2006,Yorkshire and the Humber,Trade,G,Output per hour worked,17.052342633215122
2006,Yorkshire and the Humber,Transport,H,Output per hour worked,18.407025127529305
2006,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,13.178726313058828
2006,Yorkshire and the Humber,Telecoms,J,Output per hour worked,30.46704878641358
2006,Yorkshire and the Humber,Financial Services,K,Output per hour worked,40.968066603327465
2006,Yorkshire and the Humber,Financial Services,L,Output per hour worked,285.85679872984815
2006,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,20.17707961292826
2006,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,13.426103394376012
2006,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,20.99828806048944
2006,Yorkshire and the Humber,Education and Health,P,Output per hour worked,22.851187041038433
2006,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,19.71756227540649
2006,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,12.805721137306959
2006,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,22.6502598564532
2007,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,24.998880114653627
2007,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,43.200461316345795
2007,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,26.424207561839534
2007,Yorkshire and the Humber,Construction,F,Output per hour worked,20.420009087214847
2007,Yorkshire and the Humber,Trade,G,Output per hour worked,17.639808631587876
2007,Yorkshire and the Humber,Transport,H,Output per hour worked,19.4758881979867
2007,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,12.440023676145533
2007,Yorkshire and the Humber,Telecoms,J,Output per hour worked,32.275329885604606
2007,Yorkshire and the Humber,Financial Services,K,Output per hour worked,46.12934766085286
2007,Yorkshire and the Humber,Financial Services,L,Output per hour worked,304.76327471096357
2007,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,20.948361453575668
2007,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,14.69451067454477
2007,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,22.166435558353314
2007,Yorkshire and the Humber,Education and Health,P,Output per hour worked,25.365288527056872
2007,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,20.150141185346754
2007,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,13.772940081002108
2007,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,23.570244356180094
2008,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,25.71580582293379
2008,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,45.224409757108894
2008,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,28.012311202144016
2008,Yorkshire and the Humber,Construction,F,Output per hour worked,21.027890025245444
2008,Yorkshire and the Humber,Trade,G,Output per hour worked,18.49021927977754
2008,Yorkshire and the Humber,Transport,H,Output per hour worked,20.979102262683522
2008,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,12.003576392011635
2008,Yorkshire and the Humber,Telecoms,J,Output per hour worked,35.11927660965021
2008,Yorkshire and the Humber,Financial Services,K,Output per hour worked,41.56011491249678
2008,Yorkshire and the Humber,Financial Services,L,Output per hour worked,265.6293015314458
2008,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,21.080203835725346
2008,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,15.214523791428727
2008,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,23.21717977928329
2008,Yorkshire and the Humber,Education and Health,P,Output per hour worked,25.789115086609446
2008,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,19.548648648605884
2008,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,15.1090772191742
2008,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,26.96703093849403
2009,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,25.748340591448873
2009,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,45.4803551535031
2009,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,29.452924170046554
2009,Yorkshire and the Humber,Construction,F,Output per hour worked,17.199268616585343
2009,Yorkshire and the Humber,Trade,G,Output per hour worked,18.991956200632764
2009,Yorkshire and the Humber,Transport,H,Output per hour worked,18.65248198657253
2009,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,12.45848676947932
2009,Yorkshire and the Humber,Telecoms,J,Output per hour worked,31.87611489562182
2009,Yorkshire and the Humber,Financial Services,K,Output per hour worked,49.4685154304297
2009,Yorkshire and the Humber,Financial Services,L,Output per hour worked,247.117837551795
2009,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,19.88226430701787
2009,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,15.68560793054925
2009,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,22.52559806896547
2009,Yorkshire and the Humber,Education and Health,P,Output per hour worked,26.945394461998198
2009,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,20.227426446954645
2009,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,15.516977737556093
2009,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,25.269025468598826
2010,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,25.735875796092813
2010,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,33.78956252338664
2010,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,29.36727872474795
2010,Yorkshire and the Humber,Construction,F,Output per hour worked,18.88221671778288
2010,Yorkshire and the Humber,Trade,G,Output per hour worked,19.416786351184
2010,Yorkshire and the Humber,Transport,H,Output per hour worked,20.981758459991475
2010,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,12.26489162745693
2010,Yorkshire and the Humber,Telecoms,J,Output per hour worked,32.90942694757833
2010,Yorkshire and the Humber,Financial Services,K,Output per hour worked,45.43177321858399
2010,Yorkshire and the Humber,Financial Services,L,Output per hour worked,289.3240776150646
2010,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,21.30373285617148
2010,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,15.742188812480562
2010,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,24.444150933938694
2010,Yorkshire and the Humber,Education and Health,P,Output per hour worked,25.670324551418496
2010,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,19.960206872902244
2010,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,14.257870946172154
2010,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,29.546105576287523
2011,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,25.973156848149756
2011,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,31.54659302768974
2011,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,29.803377594514448
2011,Yorkshire and the Humber,Construction,F,Output per hour worked,20.312529699167158
2011,Yorkshire and the Humber,Trade,G,Output per hour worked,19.539124109924973
2011,Yorkshire and the Humber,Transport,H,Output per hour worked,22.17802437928815
2011,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,12.480552195896387
2011,Yorkshire and the Humber,Telecoms,J,Output per hour worked,34.64643065602809
2011,Yorkshire and the Humber,Financial Services,K,Output per hour worked,40.019662179028295
2011,Yorkshire and the Humber,Financial Services,L,Output per hour worked,346.26628792694135
2011,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,20.603708891062606
2011,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,14.767051410489882
2011,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,24.812600464111107
2011,Yorkshire and the Humber,Education and Health,P,Output per hour worked,26.531494280638157
2011,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,19.72162985802468
2011,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,15.453484656364749
2011,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,23.93190980651696
2012,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,26.37102906310262
2012,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,37.24139784033936
2012,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,29.90989566451647
2012,Yorkshire and the Humber,Construction,F,Output per hour worked,21.121627987787708
2012,Yorkshire and the Humber,Trade,G,Output per hour worked,19.8805634749521
2012,Yorkshire and the Humber,Transport,H,Output per hour worked,20.67887509762834
2012,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,14.308571724286349
2012,Yorkshire and the Humber,Telecoms,J,Output per hour worked,32.806427254823184
2012,Yorkshire and the Humber,Financial Services,K,Output per hour worked,37.15322097071119
2012,Yorkshire and the Humber,Financial Services,L,Output per hour worked,332.3432015461593
2012,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,20.22673671115194
2012,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,14.985419746584139
2012,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,25.418225319439642
2012,Yorkshire and the Humber,Education and Health,P,Output per hour worked,26.342097314834753
2012,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,20.022604372878863
2012,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,17.606107769584455
2012,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,24.222175897630926
2013,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,26.967494623949207
2013,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,40.711084083715136
2013,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,30.356278601504936
2013,Yorkshire and the Humber,Construction,F,Output per hour worked,21.871568264570502
2013,Yorkshire and the Humber,Trade,G,Output per hour worked,20.272939940607902
2013,Yorkshire and the Humber,Transport,H,Output per hour worked,23.699580591445216
2013,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,14.650456071012638
2013,Yorkshire and the Humber,Telecoms,J,Output per hour worked,31.03255831033968
2013,Yorkshire and the Humber,Financial Services,K,Output per hour worked,42.43539383394817
2013,Yorkshire and the Humber,Financial Services,L,Output per hour worked,262.2190498788906
2013,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,21.480712485337747
2013,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,16.289526674562367
2013,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,27.20810732067453
2013,Yorkshire and the Humber,Education and Health,P,Output per hour worked,26.007637142409443
2013,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,19.125509601113833
2013,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,15.97089537284039
2013,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,32.73336189699343
2014,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,27.08604342004432
2014,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,35.89044394423338
2014,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,29.419517751660987
2014,Yorkshire and the Humber,Construction,F,Output per hour worked,22.653009523069585
2014,Yorkshire and the Humber,Trade,G,Output per hour worked,20.456837589116322
2014,Yorkshire and the Humber,Transport,H,Output per hour worked,23.540481857643705
2014,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,15.132106853051276
2014,Yorkshire and the Humber,Telecoms,J,Output per hour worked,32.25819653126849
2014,Yorkshire and the Humber,Financial Services,K,Output per hour worked,45.55463213947951
2014,Yorkshire and the Humber,Financial Services,L,Output per hour worked,269.04669169456525
2014,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,22.166658314400916
2014,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,15.611187387628341
2014,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,28.430600119279077
2014,Yorkshire and the Humber,Education and Health,P,Output per hour worked,25.98782360996592
2014,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,19.892294828758633
2014,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,13.691115932971256
2014,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,27.105218668075437
2015,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,28.08969277543842
2015,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,43.254642739733704
2015,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,30.33498012999661
2015,Yorkshire and the Humber,Construction,F,Output per hour worked,22.669069086432287
2015,Yorkshire and the Humber,Trade,G,Output per hour worked,20.66758252800127
2015,Yorkshire and the Humber,Transport,H,Output per hour worked,25.743530472597513
2015,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,15.512452346953705
2015,Yorkshire and the Humber,Telecoms,J,Output per hour worked,34.125158520069775
2015,Yorkshire and the Humber,Financial Services,K,Output per hour worked,46.39610165245974
2015,Yorkshire and the Humber,Financial Services,L,Output per hour worked,302.49412314556446
2015,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,23.074759400061602
2015,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,16.050399408587573
2015,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,31.108777263977114
2015,Yorkshire and the Humber,Education and Health,P,Output per hour worked,27.306638833497583
2015,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,20.09574720726193
2015,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,14.602788241964046
2015,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,29.316941662824892
2016,Yorkshire and the Humber,All Industries,All Industries,Output per hour worked,28.450287537456617
2016,Yorkshire and the Humber,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,44.50530485684868
2016,Yorkshire and the Humber,Manufacturing,C,Output per hour worked,33.84857944442676
2016,Yorkshire and the Humber,Construction,F,Output per hour worked,23.152051310933775
2016,Yorkshire and the Humber,Trade,G,Output per hour worked,22.515843992818752
2016,Yorkshire and the Humber,Transport,H,Output per hour worked,24.24694147400619
2016,Yorkshire and the Humber,Leisure and Entertainment,I,Output per hour worked,16.626468234212034
2016,Yorkshire and the Humber,Telecoms,J,Output per hour worked,34.2576143328244
2016,Yorkshire and the Humber,Financial Services,K,Output per hour worked,44.586510133701694
2016,Yorkshire and the Humber,Financial Services,L,Output per hour worked,264.27201539124434
2016,Yorkshire and the Humber,Professional and Business Services,M,Output per hour worked,20.652403209845964
2016,Yorkshire and the Humber,Professional and Business Services,N,Output per hour worked,15.728981819839545
2016,Yorkshire and the Humber,Public Aadmin and Defence,O,Output per hour worked,32.54329805513359
2016,Yorkshire and the Humber,Education and Health,P,Output per hour worked,25.81638138894051
2016,Yorkshire and the Humber,Education and Health,Q,Output per hour worked,20.956492320660278
2016,Yorkshire and the Humber,Leisure and Entertainment,R,Output per hour worked,13.086468185990768
2016,Yorkshire and the Humber,Other Services,S and T,Output per hour worked,31.026510089793103
1997,East Midlands,All Industries,All Industries,Output per hour worked,17.06721084596678
1997,East Midlands,Natural Resources and Utilities,"A, B, D, and E",Output per hour worked,21.253741789252153
1997,East Midlands,Manufacturing,C,Output per hour worked,17.0160595136374
1997,East Midlands,Construction,F,Output per hour worked,11.764556467505507
1997,East Midlands,Trade,G,Output per hour worked,13.623872442375129
1997,East Midlands,Transport,H,Output per hour worked,17.98825772718298
